jahr;sportart;indikator;geschlecht;anzahl
2020;Turnen und Rhönrad;Teilnehmende;weiblich;3411
2020;Unihockey;Kurse/Lager;;95
2020;Unihockey;Leitende;;182
2020;Unihockey;Teilnehmende;männlich;1149
2020;Unihockey;Teilnehmende;weiblich;246
2020;Volleyball;Kurse/Lager;;139
2020;Volleyball;Leitende;;265
2020;Volleyball;Teilnehmende;männlich;281
2020;Volleyball;Teilnehmende;weiblich;1257
2021;Badminton;Kurse/Lager;;55
2021;Badminton;Leitende;;113
2021;Badminton;Teilnehmende;männlich;340
2021;Badminton;Teilnehmende;weiblich;169
2021;Baseball/Softball;Kurse/Lager;;8
2021;Baseball/Softball;Leitende;;17
2021;Baseball/Softball;Teilnehmende;männlich;48
2021;Baseball/Softball;Teilnehmende;weiblich;9
2021;Basketball und Korbball;Kurse/Lager;;104
2021;Basketball und Korbball;Leitende;;177
2021;Basketball und Korbball;Teilnehmende;männlich;759
2021;Basketball und Korbball;Teilnehmende;weiblich;343
2021;Bergsport;Kurse/Lager;;2
2021;Bergsport;Leitende;;12
2021;Bergsport;Teilnehmende;männlich;1
2021;Bergsport;Teilnehmende;weiblich;4
2021;Curling;Kurse/Lager;;5
2021;Curling;Leitende;;5
2021;Curling;Teilnehmende;männlich;13
2021;Curling;Teilnehmende;weiblich;7
2021;Diverse Sportarten;Kurse/Lager;;1
2021;Diverse Sportarten;Leitende;;1
2021;Diverse Sportarten;Teilnehmende;männlich;1
2021;Diverse Sportarten;Teilnehmende;weiblich;2
2021;Eishockey;Kurse/Lager;;18
2021;Eishockey;Leitende;;55
2021;Eishockey;Teilnehmende;männlich;254
2021;Eishockey;Teilnehmende;weiblich;23
2021;Eiskunstlauf/Eistanz;Kurse/Lager;;68
2021;Eiskunstlauf/Eistanz;Leitende;;158
2021;Eiskunstlauf/Eistanz;Teilnehmende;männlich;52
2021;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;499
2021;Faustball;Kurse/Lager;;3
2021;Faustball;Leitende;;4
2021;Faustball;Teilnehmende;männlich;9
2021;Faustball;Teilnehmende;weiblich;12
2021;Fussball;Kurse/Lager;;622
2021;Fussball;Leitende;;904
2021;Fussball;Teilnehmende;männlich;7805
2021;Fussball;Teilnehmende;weiblich;751
2021;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;124
2021;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;336
2021;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;310
2021;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;1270
2021;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;59
2021;Gymnastik, Tanz und Tanzsport;Leitende;;104
2021;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;40
2021;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;581
2021;Handball;Kurse/Lager;;75
2021;Handball;Leitende;;185
2021;Handball;Teilnehmende;männlich;492
2021;Handball;Teilnehmende;weiblich;237
2021;Judo;Kurse/Lager;;61
2021;Judo;Leitende;;146
2021;Judo;Teilnehmende;männlich;384
2021;Judo;Teilnehmende;weiblich;156
2021;Ju-Jitsu;Kurse/Lager;;13
2021;Ju-Jitsu;Leitende;;26
2021;Ju-Jitsu;Teilnehmende;männlich;98
2021;Ju-Jitsu;Teilnehmende;weiblich;81
2021;Karate;Kurse/Lager;;85
2021;Karate;Leitende;;169
2021;Karate;Teilnehmende;männlich;595
2021;Karate;Teilnehmende;weiblich;270
2021;Kids und Allround;Kurse/Lager;;34
2021;Kids und Allround;Leitende;;91
2021;Kids und Allround;Teilnehmende;männlich;244
2021;Kids und Allround;Teilnehmende;weiblich;247
2021;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;56
2021;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;126
2021;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;787
2021;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;648
2021;Lagersport/Trekking;Kurse/Lager;;104
2021;Lagersport/Trekking;Leitende;;617
2021;Lagersport/Trekking;Teilnehmende;männlich;1418
2021;Lagersport/Trekking;Teilnehmende;weiblich;1655
2021;Leichtathletik;Kurse/Lager;;129
2021;Leichtathletik;Leitende;;307
2021;Leichtathletik;Teilnehmende;männlich;751
2021;Leichtathletik;Teilnehmende;weiblich;1167
2021;Orientierungslauf;Kurse/Lager;;1
2021;Orientierungslauf;Leitende;;7
2021;Orientierungslauf;Teilnehmende;männlich;14
2021;Orientierungslauf;Teilnehmende;weiblich;9
2021;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;85
2021;Pferdesport (Reiten und Voltigieren);Leitende;;126
2021;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;30
2021;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;462
2021;Polysportive Lager und Kurse;Kurse/Lager;;117
2021;Polysportive Lager und Kurse;Leitende;;168
2021;Polysportive Lager und Kurse;Teilnehmende;männlich;821
2021;Polysportive Lager und Kurse;Teilnehmende;weiblich;657
2021;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;13
2021;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;41
2021;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;100
2021;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;25
2021;Schiessen (Gewehr und Pistole);Kurse/Lager;;16
2021;Schiessen (Gewehr und Pistole);Leitende;;21
2021;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;57
2021;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;19
2021;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;102
2021;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;186
2021;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;405
2021;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;418
2021;Schwingen;Kurse/Lager;;10
2021;Schwingen;Leitende;;23
2021;Schwingen;Teilnehmende;männlich;62
2021;Schwingen;Teilnehmende;weiblich;5
2021;Segeln;Kurse/Lager;;1
2021;Segeln;Leitende;;4
2021;Segeln;Teilnehmende;männlich;3
2021;Segeln;Teilnehmende;weiblich;1
2021;Skifahren;Kurse/Lager;;2
2021;Skifahren;Leitende;;10
2021;Skifahren;Teilnehmende;männlich;6
2021;Skifahren;Teilnehmende;weiblich;4
2021;Skitouren;Kurse/Lager;;1
2021;Skitouren;Leitende;;7
2021;Skitouren;Teilnehmende;männlich;2
2021;Skitouren;Teilnehmende;weiblich;0
2021;Speedskating;Kurse/Lager;;4
2021;Speedskating;Leitende;;9
2021;Speedskating;Teilnehmende;männlich;4
2021;Speedskating;Teilnehmende;weiblich;20
2021;Sportklettern;Kurse/Lager;;5
2021;Sportklettern;Leitende;;32
2021;Sportklettern;Teilnehmende;männlich;14
2021;Sportklettern;Teilnehmende;weiblich;23
2021;Squash;Kurse/Lager;;7
2021;Squash;Leitende;;7
2021;Squash;Teilnehmende;männlich;38
2021;Squash;Teilnehmende;weiblich;6
2021;Synchronized Skating;Kurse/Lager;;5
2021;Synchronized Skating;Leitende;;10
2021;Synchronized Skating;Teilnehmende;männlich;2
2021;Synchronized Skating;Teilnehmende;weiblich;73
2021;Tennis;Kurse/Lager;;818
2021;Tennis;Leitende;;939
2021;Tennis;Teilnehmende;männlich;2469
2021;Tennis;Teilnehmende;weiblich;1026
2021;Tischtennis;Kurse/Lager;;18
2021;Tischtennis;Leitende;;30
2021;Tischtennis;Teilnehmende;männlich;139
2021;Tischtennis;Teilnehmende;weiblich;13
2021;Turnen und Rhönrad;Kurse/Lager;;418
2021;Turnen und Rhönrad;Leitende;;901
2021;Turnen und Rhönrad;Teilnehmende;männlich;1843
2021;Turnen und Rhönrad;Teilnehmende;weiblich;2787
2021;Unihockey;Kurse/Lager;;83
2021;Unihockey;Leitende;;161
2021;Unihockey;Teilnehmende;männlich;951
2021;Unihockey;Teilnehmende;weiblich;227
2021;Volleyball;Kurse/Lager;;117
2021;Volleyball;Leitende;;234
2021;Volleyball;Teilnehmende;männlich;192
2021;Volleyball;Teilnehmende;weiblich;992
2022;Badminton;Kurse/Lager;;47
2022;Badminton;Leitende;;89
2022;Badminton;Teilnehmende;männlich;286
2022;Badminton;Teilnehmende;weiblich;144
2022;Baseball/Softball;Kurse/Lager;;9
2022;Baseball/Softball;Leitende;;25
2022;Baseball/Softball;Teilnehmende;männlich;56
2022;Baseball/Softball;Teilnehmende;weiblich;3
2022;Basketball und Korbball;Kurse/Lager;;100
2022;Basketball und Korbball;Leitende;;177
2022;Basketball und Korbball;Teilnehmende;männlich;665
2022;Basketball und Korbball;Teilnehmende;weiblich;357
2022;Curling;Kurse/Lager;;5
2022;Curling;Leitende;;7
2022;Curling;Teilnehmende;männlich;12
2022;Curling;Teilnehmende;weiblich;9
2022;Diverse Sportarten;Kurse/Lager;;3
2022;Diverse Sportarten;Leitende;;5
2022;Diverse Sportarten;Teilnehmende;männlich;13
2022;Diverse Sportarten;Teilnehmende;weiblich;5
2022;Eishockey;Kurse/Lager;;20
2022;Eishockey;Leitende;;54
2022;Eishockey;Teilnehmende;männlich;226
2022;Eishockey;Teilnehmende;weiblich;25
2022;Eiskunstlauf/Eistanz;Kurse/Lager;;85
2022;Eiskunstlauf/Eistanz;Leitende;;178
2022;Eiskunstlauf/Eistanz;Teilnehmende;männlich;61
2022;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;619
2022;Faustball;Kurse/Lager;;2
2022;Faustball;Leitende;;3
2022;Faustball;Teilnehmende;männlich;7
2022;Faustball;Teilnehmende;weiblich;6
2022;Fussball;Kurse/Lager;;426
2022;Fussball;Leitende;;626
2022;Fussball;Teilnehmende;männlich;5318
2022;Fussball;Teilnehmende;weiblich;495
2022;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;114
2022;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;270
2022;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;278
2022;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;1112
2022;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;24
2022;Gymnastik, Tanz und Tanzsport;Leitende;;49
2022;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;3
2022;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;257
2022;Handball;Kurse/Lager;;69
2022;Handball;Leitende;;181
2022;Handball;Teilnehmende;männlich;454
2022;Handball;Teilnehmende;weiblich;265
2022;Judo;Kurse/Lager;;62
2022;Judo;Leitende;;168
2022;Judo;Teilnehmende;männlich;313
2022;Judo;Teilnehmende;weiblich;156
2022;Ju-Jitsu;Kurse/Lager;;7
2022;Ju-Jitsu;Leitende;;15
2022;Ju-Jitsu;Teilnehmende;männlich;50
2022;Ju-Jitsu;Teilnehmende;weiblich;48
2022;Karate;Kurse/Lager;;29
2022;Karate;Leitende;;64
2022;Karate;Teilnehmende;männlich;189
2022;Karate;Teilnehmende;weiblich;97
2022;Kids und Allround;Kurse/Lager;;92
2022;Kids und Allround;Leitende;;123
2022;Kids und Allround;Teilnehmende;männlich;683
2022;Kids und Allround;Teilnehmende;weiblich;429
2022;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;57
2022;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;140
2022;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;761
2022;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;667
2022;Lagersport/Trekking;Kurse/Lager;;102
2022;Lagersport/Trekking;Leitende;;728
2022;Lagersport/Trekking;Teilnehmende;männlich;1422
2022;Lagersport/Trekking;Teilnehmende;weiblich;1665
2022;Leichtathletik;Kurse/Lager;;101
2022;Leichtathletik;Leitende;;232
2022;Leichtathletik;Teilnehmende;männlich;521
2022;Leichtathletik;Teilnehmende;weiblich;697
2022;Orientierungslauf;Kurse/Lager;;1
2022;Orientierungslauf;Leitende;;9
2022;Orientierungslauf;Teilnehmende;männlich;16
2022;Orientierungslauf;Teilnehmende;weiblich;8
2022;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;77
2022;Pferdesport (Reiten und Voltigieren);Leitende;;89
2022;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;19
2022;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;421
2022;Polysportive Lager und Kurse;Kurse/Lager;;71
2022;Polysportive Lager und Kurse;Leitende;;240
2022;Polysportive Lager und Kurse;Teilnehmende;männlich;1209
2022;Polysportive Lager und Kurse;Teilnehmende;weiblich;1190
2022;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;12
2022;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;30
2022;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;90
2022;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;23
2022;Schiessen (Gewehr und Pistole);Kurse/Lager;;18
2022;Schiessen (Gewehr und Pistole);Leitende;;33
2022;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;82
2022;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;34
2022;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;72
2022;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;154
2022;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;297
2022;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;336
2022;Schwingen;Kurse/Lager;;1
2022;Schwingen;Leitende;;2
2022;Schwingen;Teilnehmende;männlich;14
2022;Schwingen;Teilnehmende;weiblich;6
2022;Segeln;Kurse/Lager;;1
2022;Segeln;Leitende;;3
2022;Segeln;Teilnehmende;männlich;2
2022;Segeln;Teilnehmende;weiblich;1
2022;Skifahren;Kurse/Lager;;12
2022;Skifahren;Leitende;;42
2022;Skifahren;Teilnehmende;männlich;170
2022;Skifahren;Teilnehmende;weiblich;136
2022;Sportklettern;Kurse/Lager;;2
2022;Sportklettern;Leitende;;8
2022;Sportklettern;Teilnehmende;männlich;16
2022;Sportklettern;Teilnehmende;weiblich;20
2022;Squash;Kurse/Lager;;5
2022;Squash;Leitende;;9
2022;Squash;Teilnehmende;männlich;28
2022;Squash;Teilnehmende;weiblich;2
2022;Tennis;Kurse/Lager;;858
2022;Tennis;Leitende;;1031
2022;Tennis;Teilnehmende;männlich;2256
2022;Tennis;Teilnehmende;weiblich;1093
2022;Tischtennis;Kurse/Lager;;18
2022;Tischtennis;Leitende;;36
2022;Tischtennis;Teilnehmende;männlich;149
2022;Tischtennis;Teilnehmende;weiblich;11
2022;Turnen und Rhönrad;Kurse/Lager;;255
2022;Turnen und Rhönrad;Leitende;;560
2022;Turnen und Rhönrad;Teilnehmende;männlich;1209
2022;Turnen und Rhönrad;Teilnehmende;weiblich;1690
2022;Unihockey;Kurse/Lager;;88
2022;Unihockey;Leitende;;170
2022;Unihockey;Teilnehmende;männlich;906
2022;Unihockey;Teilnehmende;weiblich;184
2022;Volleyball;Kurse/Lager;;115
2022;Volleyball;Leitende;;204
2022;Volleyball;Teilnehmende;männlich;445
2022;Volleyball;Teilnehmende;weiblich;931
2023;Badminton;Kurse/Lager;;55
2023;Badminton;Leitende;;117
2023;Badminton;Teilnehmende;männlich;327
2023;Badminton;Teilnehmende;weiblich;163
2023;Baseball/Softball;Kurse/Lager;;10
2023;Baseball/Softball;Leitende;;19
2023;Baseball/Softball;Teilnehmende;männlich;45
2023;Baseball/Softball;Teilnehmende;weiblich;4
2023;Basketball und Korbball;Kurse/Lager;;95
2023;Basketball und Korbball;Leitende;;189
2023;Basketball und Korbball;Teilnehmende;männlich;778
2023;Basketball und Korbball;Teilnehmende;weiblich;294
2023;Bergsport;Kurse/Lager;;1
2023;Bergsport;Leitende;;4
2023;Bergsport;Teilnehmende;männlich;0
2023;Bergsport;Teilnehmende;weiblich;0
2023;Curling;Kurse/Lager;;6
2023;Curling;Leitende;;6
2023;Curling;Teilnehmende;männlich;10
2023;Curling;Teilnehmende;weiblich;4
2023;Diverse Sportarten;Kurse/Lager;;7
2023;Diverse Sportarten;Leitende;;14
2023;Diverse Sportarten;Teilnehmende;männlich;23
2023;Diverse Sportarten;Teilnehmende;weiblich;10
2023;Eishockey;Kurse/Lager;;7
2023;Eishockey;Leitende;;18
2023;Eishockey;Teilnehmende;männlich;64
2023;Eishockey;Teilnehmende;weiblich;21
2023;Eiskunstlauf/Eistanz;Kurse/Lager;;63
2023;Eiskunstlauf/Eistanz;Leitende;;136
2023;Eiskunstlauf/Eistanz;Teilnehmende;männlich;43
2023;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;408
2023;Faustball;Kurse/Lager;;1
2023;Faustball;Leitende;;2
2023;Faustball;Teilnehmende;männlich;2
2023;Faustball;Teilnehmende;weiblich;1
2023;Fussball;Kurse/Lager;;632
2023;Fussball;Leitende;;1006
2023;Fussball;Teilnehmende;männlich;7811
2023;Fussball;Teilnehmende;weiblich;726
2023;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;163
2023;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;398
2023;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;343
2023;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;1359
2023;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;38
2023;Gymnastik, Tanz und Tanzsport;Leitende;;81
2023;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;6
2023;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;434
2023;Handball;Kurse/Lager;;65
2023;Handball;Leitende;;142
2023;Handball;Teilnehmende;männlich;564
2023;Handball;Teilnehmende;weiblich;209
2023;Judo;Kurse/Lager;;61
2023;Judo;Leitende;;188
2023;Judo;Teilnehmende;männlich;358
2023;Judo;Teilnehmende;weiblich;151
2023;Ju-Jitsu;Kurse/Lager;;10
2023;Ju-Jitsu;Leitende;;21
2023;Ju-Jitsu;Teilnehmende;männlich;90
2023;Ju-Jitsu;Teilnehmende;weiblich;68
2023;Karate;Kurse/Lager;;52
2023;Karate;Leitende;;130
2023;Karate;Teilnehmende;männlich;324
2023;Karate;Teilnehmende;weiblich;197
2023;Kids und Allround;Kurse/Lager;;87
2023;Kids und Allround;Leitende;;121
2023;Kids und Allround;Teilnehmende;männlich;579
2023;Kids und Allround;Teilnehmende;weiblich;486
2023;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;63
2023;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;186
2023;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;824
2023;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;760
2023;Lagersport/Trekking;Kurse/Lager;;96
2023;Lagersport/Trekking;Leitende;;604
2023;Lagersport/Trekking;Teilnehmende;männlich;1316
2023;Lagersport/Trekking;Teilnehmende;weiblich;1509
2023;Leichtathletik;Kurse/Lager;;144
2023;Leichtathletik;Leitende;;381
2023;Leichtathletik;Teilnehmende;männlich;775
2023;Leichtathletik;Teilnehmende;weiblich;1164
2023;Orientierungslauf;Kurse/Lager;;1
2023;Orientierungslauf;Leitende;;6
2023;Orientierungslauf;Teilnehmende;männlich;13
2023;Orientierungslauf;Teilnehmende;weiblich;8
2023;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;27
2023;Pferdesport (Reiten und Voltigieren);Leitende;;44
2023;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;8
2023;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;177
2023;Polysportive Lager und Kurse;Kurse/Lager;;223
2023;Polysportive Lager und Kurse;Leitende;;740
2023;Polysportive Lager und Kurse;Teilnehmende;männlich;4366
2023;Polysportive Lager und Kurse;Teilnehmende;weiblich;3685
2023;Radsport (Kunstradfahren, Einrad,  Mountainbike und Strasse);Kurse/Lager;;14
2023;Radsport (Kunstradfahren, Einrad,  Mountainbike und Strasse);Leitende;;42
2023;Radsport (Kunstradfahren, Einrad,  Mountainbike und Strasse);Teilnehmende;männlich;62
2023;Radsport (Kunstradfahren, Einrad,  Mountainbike und Strasse);Teilnehmende;weiblich;18
2023;Schiessen (Gewehr und Pistole);Kurse/Lager;;17
2023;Schiessen (Gewehr und Pistole);Leitende;;34
2023;Schiessen (Gewehr und Pistole);Teilnehmende;männlich;72
2023;Schiessen (Gewehr und Pistole);Teilnehmende;weiblich;26
2023;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;86
2023;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;151
2023;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;275
2023;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;351
2023;Schwingen;Kurse/Lager;;7
2023;Schwingen;Leitende;;16
2023;Schwingen;Teilnehmende;männlich;55
2023;Schwingen;Teilnehmende;weiblich;2
2023;Skifahren;Kurse/Lager;;23
2023;Skifahren;Leitende;;74
2023;Skifahren;Teilnehmende;männlich;368
2023;Skifahren;Teilnehmende;weiblich;345
2023;Speedskating;Kurse/Lager;;2
2023;Speedskating;Leitende;;5
2023;Speedskating;Teilnehmende;männlich;0
2023;Speedskating;Teilnehmende;weiblich;12
2023;Sportklettern;Kurse/Lager;;6
2023;Sportklettern;Leitende;;28
2023;Sportklettern;Teilnehmende;männlich;22
2023;Sportklettern;Teilnehmende;weiblich;20
2023;Squash;Kurse/Lager;;2
2023;Squash;Leitende;;5
2023;Squash;Teilnehmende;männlich;8
2023;Squash;Teilnehmende;weiblich;1
2023;Synchronized Skating;Kurse/Lager;;10
2023;Synchronized Skating;Leitende;;30
2023;Synchronized Skating;Teilnehmende;männlich;7
2023;Synchronized Skating;Teilnehmende;weiblich;120
2023;Tennis;Kurse/Lager;;620
2023;Tennis;Leitende;;702
2023;Tennis;Teilnehmende;männlich;1685
2023;Tennis;Teilnehmende;weiblich;831
2023;Tischtennis;Kurse/Lager;;31
2023;Tischtennis;Leitende;;62
2023;Tischtennis;Teilnehmende;männlich;307
2023;Tischtennis;Teilnehmende;weiblich;55
2023;Turnen und Rhönrad;Kurse/Lager;;347
2023;Turnen und Rhönrad;Leitende;;744
2023;Turnen und Rhönrad;Teilnehmende;männlich;1685
2023;Turnen und Rhönrad;Teilnehmende;weiblich;2136
2023;Unihockey;Kurse/Lager;;82
2023;Unihockey;Leitende;;138
2023;Unihockey;Teilnehmende;männlich;747
2023;Unihockey;Teilnehmende;weiblich;130
2023;Volleyball;Kurse/Lager;;123
2023;Volleyball;Leitende;;238
2023;Volleyball;Teilnehmende;männlich;337
2023;Volleyball;Teilnehmende;weiblich;700
