jahr;sportart;indikator;geschlecht;anzahl
2005;Badminton;Kurse/Lager;;46
2005;Badminton;Leitende;;149
2005;Badminton;Teilnehmende;männlich;231
2005;Badminton;Teilnehmende;weiblich;217
2005;Baseball/Softball;Kurse/Lager;;12
2005;Baseball/Softball;Leitende;;37
2005;Baseball/Softball;Teilnehmende;männlich;86
2005;Baseball/Softball;Teilnehmende;weiblich;12
2005;Basketball und Korbball;Kurse/Lager;;59
2005;Basketball und Korbball;Leitende;;113
2005;Basketball und Korbball;Teilnehmende;männlich;531
2005;Basketball und Korbball;Teilnehmende;weiblich;338
2005;Bergsport;Kurse/Lager;;1
2005;Bergsport;Leitende;;15
2005;Bergsport;Teilnehmende;männlich;5
2005;Bergsport;Teilnehmende;weiblich;1
2005;Curling;Kurse/Lager;;5
2005;Curling;Leitende;;5
2005;Curling;Teilnehmende;männlich;14
2005;Curling;Teilnehmende;weiblich;13
2005;Diverse Sportarten;Kurse/Lager;;5
2005;Diverse Sportarten;Leitende;;24
2005;Diverse Sportarten;Teilnehmende;männlich;31
2005;Diverse Sportarten;Teilnehmende;weiblich;25
2005;Eishockey;Kurse/Lager;;7
2005;Eishockey;Leitende;;13
2005;Eishockey;Teilnehmende;männlich;112
2005;Eishockey;Teilnehmende;weiblich;1
2005;Eiskunstlauf/Eistanz;Kurse/Lager;;11
2005;Eiskunstlauf/Eistanz;Leitende;;16
2005;Eiskunstlauf/Eistanz;Teilnehmende;männlich;2
2005;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;97
2005;Fussball;Kurse/Lager;;368
2005;Fussball;Leitende;;476
2005;Fussball;Teilnehmende;männlich;5506
2005;Fussball;Teilnehmende;weiblich;392
2005;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;23
2005;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;39
2005;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;34
2005;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;216
2005;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;11
2005;Gymnastik, Tanz und Tanzsport;Leitende;;19
2005;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;5
2005;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;153
2005;Handball;Kurse/Lager;;70
2005;Handball;Leitende;;142
2005;Handball;Teilnehmende;männlich;627
2005;Handball;Teilnehmende;weiblich;342
2005;Judo;Kurse/Lager;;72
2005;Judo;Leitende;;173
2005;Judo;Teilnehmende;männlich;636
2005;Judo;Teilnehmende;weiblich;280
2005;Ju-Jitsu;Kurse/Lager;;9
2005;Ju-Jitsu;Leitende;;20
2005;Ju-Jitsu;Teilnehmende;männlich;90
2005;Ju-Jitsu;Teilnehmende;weiblich;72
2005;Karate;Kurse/Lager;;7
2005;Karate;Leitende;;24
2005;Karate;Teilnehmende;männlich;120
2005;Karate;Teilnehmende;weiblich;54
2005;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;258
2005;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;990
2005;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;3939
2005;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;3408
2005;Lagersport/Trekking;Kurse/Lager;;106
2005;Lagersport/Trekking;Leitende;;384
2005;Lagersport/Trekking;Teilnehmende;männlich;1516
2005;Lagersport/Trekking;Teilnehmende;weiblich;1434
2005;Leichtathletik;Kurse/Lager;;67
2005;Leichtathletik;Leitende;;121
2005;Leichtathletik;Teilnehmende;männlich;367
2005;Leichtathletik;Teilnehmende;weiblich;538
2005;Orientierungslauf;Kurse/Lager;;8
2005;Orientierungslauf;Leitende;;36
2005;Orientierungslauf;Teilnehmende;männlich;122
2005;Orientierungslauf;Teilnehmende;weiblich;94
2005;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;7
2005;Pferdesport (Reiten und Voltigieren);Leitende;;9
2005;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;4
2005;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;47
2005;Polysportive Lager und Kurse;Kurse/Lager;;182
2005;Polysportive Lager und Kurse;Leitende;;623
2005;Polysportive Lager und Kurse;Teilnehmende;männlich;3119
2005;Polysportive Lager und Kurse;Teilnehmende;weiblich;3048
2005;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;10
2005;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;37
2005;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;73
2005;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;42
2005;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;78
2005;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;171
2005;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;348
2005;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;485
2005;Schwingen;Kurse/Lager;;3
2005;Schwingen;Leitende;;7
2005;Schwingen;Teilnehmende;männlich;26
2005;Schwingen;Teilnehmende;weiblich;0
2005;Segeln;Kurse/Lager;;2
2005;Segeln;Leitende;;13
2005;Segeln;Teilnehmende;männlich;13
2005;Segeln;Teilnehmende;weiblich;13
2005;Skifahren;Kurse/Lager;;5
2005;Skifahren;Leitende;;17
2005;Skifahren;Teilnehmende;männlich;59
2005;Skifahren;Teilnehmende;weiblich;57
2005;Skilanglauf;Kurse/Lager;;4
2005;Skilanglauf;Leitende;;12
2005;Skilanglauf;Teilnehmende;männlich;19
2005;Skilanglauf;Teilnehmende;weiblich;8
2005;Skitouren;Kurse/Lager;;2
2005;Skitouren;Leitende;;14
2005;Skitouren;Teilnehmende;männlich;20
2005;Skitouren;Teilnehmende;weiblich;6
2005;Snowboard;Kurse/Lager;;2
2005;Snowboard;Leitende;;9
2005;Snowboard;Teilnehmende;männlich;30
2005;Snowboard;Teilnehmende;weiblich;19
2005;Speedskating;Kurse/Lager;;4
2005;Speedskating;Leitende;;11
2005;Speedskating;Teilnehmende;männlich;15
2005;Speedskating;Teilnehmende;weiblich;16
2005;Sportklettern;Kurse/Lager;;3
2005;Sportklettern;Leitende;;21
2005;Sportklettern;Teilnehmende;männlich;25
2005;Sportklettern;Teilnehmende;weiblich;17
2005;Squash;Kurse/Lager;;2
2005;Squash;Leitende;;5
2005;Squash;Teilnehmende;männlich;12
2005;Squash;Teilnehmende;weiblich;8
2005;Tennis;Kurse/Lager;;200
2005;Tennis;Leitende;;217
2005;Tennis;Teilnehmende;männlich;614
2005;Tennis;Teilnehmende;weiblich;472
2005;Tischtennis;Kurse/Lager;;11
2005;Tischtennis;Leitende;;32
2005;Tischtennis;Teilnehmende;männlich;108
2005;Tischtennis;Teilnehmende;weiblich;23
2005;Turnen und Rhönrad;Kurse/Lager;;282
2005;Turnen und Rhönrad;Leitende;;631
2005;Turnen und Rhönrad;Teilnehmende;männlich;1261
2005;Turnen und Rhönrad;Teilnehmende;weiblich;2369
2005;Unihockey;Kurse/Lager;;22
2005;Unihockey;Leitende;;38
2005;Unihockey;Teilnehmende;männlich;259
2005;Unihockey;Teilnehmende;weiblich;78
2005;Volleyball;Kurse/Lager;;87
2005;Volleyball;Leitende;;168
2005;Volleyball;Teilnehmende;männlich;277
2005;Volleyball;Teilnehmende;weiblich;809
2006;Badminton;Kurse/Lager;;32
2006;Badminton;Leitende;;81
2006;Badminton;Teilnehmende;männlich;181
2006;Badminton;Teilnehmende;weiblich;140
2006;Baseball/Softball;Kurse/Lager;;15
2006;Baseball/Softball;Leitende;;33
2006;Baseball/Softball;Teilnehmende;männlich;98
2006;Baseball/Softball;Teilnehmende;weiblich;18
2006;Basketball und Korbball;Kurse/Lager;;51
2006;Basketball und Korbball;Leitende;;96
2006;Basketball und Korbball;Teilnehmende;männlich;355
2006;Basketball und Korbball;Teilnehmende;weiblich;315
2006;Bergsport;Kurse/Lager;;1
2006;Bergsport;Leitende;;3
2006;Bergsport;Teilnehmende;männlich;11
2006;Bergsport;Teilnehmende;weiblich;8
2006;Curling;Kurse/Lager;;5
2006;Curling;Leitende;;9
2006;Curling;Teilnehmende;männlich;18
2006;Curling;Teilnehmende;weiblich;8
2006;Diverse Sportarten;Kurse/Lager;;3
2006;Diverse Sportarten;Leitende;;10
2006;Diverse Sportarten;Teilnehmende;männlich;21
2006;Diverse Sportarten;Teilnehmende;weiblich;7
2006;Eishockey;Kurse/Lager;;12
2006;Eishockey;Leitende;;18
2006;Eishockey;Teilnehmende;männlich;155
2006;Eishockey;Teilnehmende;weiblich;5
2006;Eiskunstlauf/Eistanz;Kurse/Lager;;14
2006;Eiskunstlauf/Eistanz;Leitende;;17
2006;Eiskunstlauf/Eistanz;Teilnehmende;männlich;4
2006;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;97
2006;Faustball;Kurse/Lager;;2
2006;Faustball;Leitende;;4
2006;Faustball;Teilnehmende;männlich;22
2006;Faustball;Teilnehmende;weiblich;7
2006;Fussball;Kurse/Lager;;270
2006;Fussball;Leitende;;367
2006;Fussball;Teilnehmende;männlich;4082
2006;Fussball;Teilnehmende;weiblich;219
2006;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;23
2006;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;77
2006;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;61
2006;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;258
2006;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;20
2006;Gymnastik, Tanz und Tanzsport;Leitende;;30
2006;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;31
2006;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;211
2006;Handball;Kurse/Lager;;64
2006;Handball;Leitende;;127
2006;Handball;Teilnehmende;männlich;705
2006;Handball;Teilnehmende;weiblich;318
2006;Judo;Kurse/Lager;;65
2006;Judo;Leitende;;150
2006;Judo;Teilnehmende;männlich;509
2006;Judo;Teilnehmende;weiblich;225
2006;Ju-Jitsu;Kurse/Lager;;7
2006;Ju-Jitsu;Leitende;;15
2006;Ju-Jitsu;Teilnehmende;männlich;74
2006;Ju-Jitsu;Teilnehmende;weiblich;71
2006;Karate;Kurse/Lager;;13
2006;Karate;Leitende;;36
2006;Karate;Teilnehmende;männlich;172
2006;Karate;Teilnehmende;weiblich;97
2006;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;645
2006;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;1015
2006;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;4045
2006;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;3649
2006;Lagersport/Trekking;Kurse/Lager;;112
2006;Lagersport/Trekking;Leitende;;413
2006;Lagersport/Trekking;Teilnehmende;männlich;1578
2006;Lagersport/Trekking;Teilnehmende;weiblich;1464
2006;Leichtathletik;Kurse/Lager;;75
2006;Leichtathletik;Leitende;;149
2006;Leichtathletik;Teilnehmende;männlich;403
2006;Leichtathletik;Teilnehmende;weiblich;592
2006;Orientierungslauf;Kurse/Lager;;6
2006;Orientierungslauf;Leitende;;35
2006;Orientierungslauf;Teilnehmende;männlich;121
2006;Orientierungslauf;Teilnehmende;weiblich;101
2006;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;7
2006;Pferdesport (Reiten und Voltigieren);Leitende;;8
2006;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;2
2006;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;41
2006;Polysportive Lager und Kurse;Kurse/Lager;;189
2006;Polysportive Lager und Kurse;Leitende;;580
2006;Polysportive Lager und Kurse;Teilnehmende;männlich;3124
2006;Polysportive Lager und Kurse;Teilnehmende;weiblich;3078
2006;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;6
2006;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;23
2006;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;29
2006;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;4
2006;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;46
2006;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;102
2006;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;189
2006;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;290
2006;Schwingen;Kurse/Lager;;3
2006;Schwingen;Leitende;;6
2006;Schwingen;Teilnehmende;männlich;18
2006;Schwingen;Teilnehmende;weiblich;0
2006;Segeln;Kurse/Lager;;3
2006;Segeln;Leitende;;8
2006;Segeln;Teilnehmende;männlich;14
2006;Segeln;Teilnehmende;weiblich;9
2006;Skifahren;Kurse/Lager;;7
2006;Skifahren;Leitende;;16
2006;Skifahren;Teilnehmende;männlich;92
2006;Skifahren;Teilnehmende;weiblich;60
2006;Skilanglauf;Kurse/Lager;;2
2006;Skilanglauf;Leitende;;4
2006;Skilanglauf;Teilnehmende;männlich;12
2006;Skilanglauf;Teilnehmende;weiblich;0
2006;Skitouren;Kurse/Lager;;2
2006;Skitouren;Leitende;;8
2006;Skitouren;Teilnehmende;männlich;27
2006;Skitouren;Teilnehmende;weiblich;9
2006;Snowboard;Kurse/Lager;;1
2006;Snowboard;Leitende;;5
2006;Snowboard;Teilnehmende;männlich;16
2006;Snowboard;Teilnehmende;weiblich;10
2006;Speedskating;Kurse/Lager;;3
2006;Speedskating;Leitende;;10
2006;Speedskating;Teilnehmende;männlich;11
2006;Speedskating;Teilnehmende;weiblich;11
2006;Sportklettern;Kurse/Lager;;2
2006;Sportklettern;Leitende;;4
2006;Sportklettern;Teilnehmende;männlich;11
2006;Sportklettern;Teilnehmende;weiblich;13
2006;Squash;Kurse/Lager;;1
2006;Squash;Leitende;;4
2006;Squash;Teilnehmende;männlich;1
2006;Squash;Teilnehmende;weiblich;3
2006;Tennis;Kurse/Lager;;231
2006;Tennis;Leitende;;314
2006;Tennis;Teilnehmende;männlich;641
2006;Tennis;Teilnehmende;weiblich;462
2006;Tischtennis;Kurse/Lager;;11
2006;Tischtennis;Leitende;;38
2006;Tischtennis;Teilnehmende;männlich;98
2006;Tischtennis;Teilnehmende;weiblich;19
2006;Turnen und Rhönrad;Kurse/Lager;;214
2006;Turnen und Rhönrad;Leitende;;472
2006;Turnen und Rhönrad;Teilnehmende;männlich;941
2006;Turnen und Rhönrad;Teilnehmende;weiblich;1734
2006;Unihockey;Kurse/Lager;;18
2006;Unihockey;Leitende;;26
2006;Unihockey;Teilnehmende;männlich;203
2006;Unihockey;Teilnehmende;weiblich;43
2006;Volleyball;Kurse/Lager;;83
2006;Volleyball;Leitende;;161
2006;Volleyball;Teilnehmende;männlich;203
2006;Volleyball;Teilnehmende;weiblich;838
2007;Badminton;Kurse/Lager;;51
2007;Badminton;Leitende;;154
2007;Badminton;Teilnehmende;männlich;266
2007;Badminton;Teilnehmende;weiblich;192
2007;Baseball/Softball;Kurse/Lager;;16
2007;Baseball/Softball;Leitende;;34
2007;Baseball/Softball;Teilnehmende;männlich;127
2007;Baseball/Softball;Teilnehmende;weiblich;21
2007;Basketball und Korbball;Kurse/Lager;;41
2007;Basketball und Korbball;Leitende;;84
2007;Basketball und Korbball;Teilnehmende;männlich;378
2007;Basketball und Korbball;Teilnehmende;weiblich;216
2007;Bergsport;Kurse/Lager;;4
2007;Bergsport;Leitende;;34
2007;Bergsport;Teilnehmende;männlich;430
2007;Bergsport;Teilnehmende;weiblich;432
2007;Curling;Kurse/Lager;;6
2007;Curling;Leitende;;12
2007;Curling;Teilnehmende;männlich;24
2007;Curling;Teilnehmende;weiblich;17
2007;Diverse Sportarten;Kurse/Lager;;3
2007;Diverse Sportarten;Leitende;;9
2007;Diverse Sportarten;Teilnehmende;männlich;20
2007;Diverse Sportarten;Teilnehmende;weiblich;8
2007;Eishockey;Kurse/Lager;;14
2007;Eishockey;Leitende;;22
2007;Eishockey;Teilnehmende;männlich;170
2007;Eishockey;Teilnehmende;weiblich;5
2007;Eiskunstlauf/Eistanz;Kurse/Lager;;14
2007;Eiskunstlauf/Eistanz;Leitende;;15
2007;Eiskunstlauf/Eistanz;Teilnehmende;männlich;0
2007;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;113
2007;Faustball;Kurse/Lager;;3
2007;Faustball;Leitende;;5
2007;Faustball;Teilnehmende;männlich;23
2007;Faustball;Teilnehmende;weiblich;7
2007;Fussball;Kurse/Lager;;414
2007;Fussball;Leitende;;547
2007;Fussball;Teilnehmende;männlich;5769
2007;Fussball;Teilnehmende;weiblich;551
2007;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;24
2007;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;62
2007;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;47
2007;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;273
2007;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;16
2007;Gymnastik, Tanz und Tanzsport;Leitende;;23
2007;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;4
2007;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;194
2007;Handball;Kurse/Lager;;71
2007;Handball;Leitende;;148
2007;Handball;Teilnehmende;männlich;947
2007;Handball;Teilnehmende;weiblich;286
2007;Judo;Kurse/Lager;;77
2007;Judo;Leitende;;180
2007;Judo;Teilnehmende;männlich;548
2007;Judo;Teilnehmende;weiblich;237
2007;Ju-Jitsu;Kurse/Lager;;11
2007;Ju-Jitsu;Leitende;;23
2007;Ju-Jitsu;Teilnehmende;männlich;93
2007;Ju-Jitsu;Teilnehmende;weiblich;74
2007;Karate;Kurse/Lager;;17
2007;Karate;Leitende;;58
2007;Karate;Teilnehmende;männlich;253
2007;Karate;Teilnehmende;weiblich;127
2007;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;685
2007;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;1037
2007;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;4364
2007;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;3684
2007;Lagersport/Trekking;Kurse/Lager;;93
2007;Lagersport/Trekking;Leitende;;321
2007;Lagersport/Trekking;Teilnehmende;männlich;1274
2007;Lagersport/Trekking;Teilnehmende;weiblich;1285
2007;Leichtathletik;Kurse/Lager;;64
2007;Leichtathletik;Leitende;;137
2007;Leichtathletik;Teilnehmende;männlich;341
2007;Leichtathletik;Teilnehmende;weiblich;470
2007;Orientierungslauf;Kurse/Lager;;4
2007;Orientierungslauf;Leitende;;23
2007;Orientierungslauf;Teilnehmende;männlich;81
2007;Orientierungslauf;Teilnehmende;weiblich;64
2007;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;4
2007;Pferdesport (Reiten und Voltigieren);Leitende;;4
2007;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;1
2007;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;23
2007;Polysportive Lager und Kurse;Kurse/Lager;;176
2007;Polysportive Lager und Kurse;Leitende;;559
2007;Polysportive Lager und Kurse;Teilnehmende;männlich;2999
2007;Polysportive Lager und Kurse;Teilnehmende;weiblich;2842
2007;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;8
2007;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;28
2007;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;51
2007;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;10
2007;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;57
2007;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;123
2007;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;288
2007;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;368
2007;Schwingen;Kurse/Lager;;4
2007;Schwingen;Leitende;;11
2007;Schwingen;Teilnehmende;männlich;27
2007;Schwingen;Teilnehmende;weiblich;0
2007;Segeln;Kurse/Lager;;2
2007;Segeln;Leitende;;13
2007;Segeln;Teilnehmende;männlich;12
2007;Segeln;Teilnehmende;weiblich;4
2007;Skifahren;Kurse/Lager;;5
2007;Skifahren;Leitende;;14
2007;Skifahren;Teilnehmende;männlich;61
2007;Skifahren;Teilnehmende;weiblich;50
2007;Skilanglauf;Kurse/Lager;;2
2007;Skilanglauf;Leitende;;4
2007;Skilanglauf;Teilnehmende;männlich;12
2007;Skilanglauf;Teilnehmende;weiblich;0
2007;Skitouren;Kurse/Lager;;4
2007;Skitouren;Leitende;;23
2007;Skitouren;Teilnehmende;männlich;23
2007;Skitouren;Teilnehmende;weiblich;15
2007;Snowboard;Kurse/Lager;;3
2007;Snowboard;Leitende;;9
2007;Snowboard;Teilnehmende;männlich;44
2007;Snowboard;Teilnehmende;weiblich;25
2007;Sportklettern;Kurse/Lager;;2
2007;Sportklettern;Leitende;;9
2007;Sportklettern;Teilnehmende;männlich;11
2007;Sportklettern;Teilnehmende;weiblich;11
2007;Squash;Kurse/Lager;;1
2007;Squash;Leitende;;2
2007;Squash;Teilnehmende;männlich;4
2007;Squash;Teilnehmende;weiblich;3
2007;Tennis;Kurse/Lager;;263
2007;Tennis;Leitende;;312
2007;Tennis;Teilnehmende;männlich;708
2007;Tennis;Teilnehmende;weiblich;451
2007;Tischtennis;Kurse/Lager;;10
2007;Tischtennis;Leitende;;30
2007;Tischtennis;Teilnehmende;männlich;107
2007;Tischtennis;Teilnehmende;weiblich;7
2007;Turnen und Rhönrad;Kurse/Lager;;287
2007;Turnen und Rhönrad;Leitende;;643
2007;Turnen und Rhönrad;Teilnehmende;männlich;1176
2007;Turnen und Rhönrad;Teilnehmende;weiblich;2212
2007;Unihockey;Kurse/Lager;;29
2007;Unihockey;Leitende;;45
2007;Unihockey;Teilnehmende;männlich;292
2007;Unihockey;Teilnehmende;weiblich;80
2007;Volleyball;Kurse/Lager;;84
2007;Volleyball;Leitende;;141
2007;Volleyball;Teilnehmende;männlich;187
2007;Volleyball;Teilnehmende;weiblich;864
2008;Badminton;Kurse/Lager;;38
2008;Badminton;Leitende;;90
2008;Badminton;Teilnehmende;männlich;215
2008;Badminton;Teilnehmende;weiblich;158
2008;Baseball/Softball;Kurse/Lager;;16
2008;Baseball/Softball;Leitende;;31
2008;Baseball/Softball;Teilnehmende;männlich;110
2008;Baseball/Softball;Teilnehmende;weiblich;30
2008;Basketball und Korbball;Kurse/Lager;;40
2008;Basketball und Korbball;Leitende;;76
2008;Basketball und Korbball;Teilnehmende;männlich;324
2008;Basketball und Korbball;Teilnehmende;weiblich;182
2008;Bergsport;Kurse/Lager;;3
2008;Bergsport;Leitende;;23
2008;Bergsport;Teilnehmende;männlich;40
2008;Bergsport;Teilnehmende;weiblich;38
2008;Curling;Kurse/Lager;;6
2008;Curling;Leitende;;14
2008;Curling;Teilnehmende;männlich;25
2008;Curling;Teilnehmende;weiblich;12
2008;Diverse Sportarten;Kurse/Lager;;4
2008;Diverse Sportarten;Leitende;;9
2008;Diverse Sportarten;Teilnehmende;männlich;29
2008;Diverse Sportarten;Teilnehmende;weiblich;5
2008;Eishockey;Kurse/Lager;;10
2008;Eishockey;Leitende;;18
2008;Eishockey;Teilnehmende;männlich;113
2008;Eishockey;Teilnehmende;weiblich;4
2008;Eiskunstlauf/Eistanz;Kurse/Lager;;16
2008;Eiskunstlauf/Eistanz;Leitende;;18
2008;Eiskunstlauf/Eistanz;Teilnehmende;männlich;3
2008;Eiskunstlauf/Eistanz;Teilnehmende;weiblich;147
2008;Faustball;Kurse/Lager;;2
2008;Faustball;Leitende;;5
2008;Faustball;Teilnehmende;männlich;21
2008;Faustball;Teilnehmende;weiblich;2
2008;Fussball;Kurse/Lager;;286
2008;Fussball;Leitende;;375
2008;Fussball;Teilnehmende;männlich;3727
2008;Fussball;Teilnehmende;weiblich;461
2008;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Kurse/Lager;;14
2008;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Leitende;;42
2008;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;männlich;25
2008;Geräte-, Akrobatik- und Kunstturnen, Trampolin;Teilnehmende;weiblich;174
2008;Gymnastik, Tanz und Tanzsport;Kurse/Lager;;8
2008;Gymnastik, Tanz und Tanzsport;Leitende;;8
2008;Gymnastik, Tanz und Tanzsport;Teilnehmende;männlich;3
2008;Gymnastik, Tanz und Tanzsport;Teilnehmende;weiblich;96
2008;Handball;Kurse/Lager;;51
2008;Handball;Leitende;;93
2008;Handball;Teilnehmende;männlich;507
2008;Handball;Teilnehmende;weiblich;252
2008;Judo;Kurse/Lager;;40
2008;Judo;Leitende;;93
2008;Judo;Teilnehmende;männlich;304
2008;Judo;Teilnehmende;weiblich;127
2008;Ju-Jitsu;Kurse/Lager;;6
2008;Ju-Jitsu;Leitende;;16
2008;Ju-Jitsu;Teilnehmende;männlich;56
2008;Ju-Jitsu;Teilnehmende;weiblich;33
2008;Karate;Kurse/Lager;;12
2008;Karate;Leitende;;54
2008;Karate;Teilnehmende;männlich;130
2008;Karate;Teilnehmende;weiblich;84
2008;Kids und Allround;Kurse/Lager;;2
2008;Kids und Allround;Leitende;;3
2008;Kids und Allround;Teilnehmende;männlich;21
2008;Kids und Allround;Teilnehmende;weiblich;14
2008;KJSBL, Kinder- und Jugendsport Baselland;Kurse/Lager;;963
2008;KJSBL, Kinder- und Jugendsport Baselland;Leitende;;1141
2008;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;männlich;4860
2008;KJSBL, Kinder- und Jugendsport Baselland;Teilnehmende;weiblich;3771
2008;Lagersport/Trekking;Kurse/Lager;;96
2008;Lagersport/Trekking;Leitende;;379
2008;Lagersport/Trekking;Teilnehmende;männlich;1309
2008;Lagersport/Trekking;Teilnehmende;weiblich;1248
2008;Leichtathletik;Kurse/Lager;;63
2008;Leichtathletik;Leitende;;135
2008;Leichtathletik;Teilnehmende;männlich;350
2008;Leichtathletik;Teilnehmende;weiblich;450
2008;Orientierungslauf;Kurse/Lager;;3
2008;Orientierungslauf;Leitende;;14
2008;Orientierungslauf;Teilnehmende;männlich;27
2008;Orientierungslauf;Teilnehmende;weiblich;19
2008;Pferdesport (Reiten und Voltigieren);Kurse/Lager;;5
2008;Pferdesport (Reiten und Voltigieren);Leitende;;5
2008;Pferdesport (Reiten und Voltigieren);Teilnehmende;männlich;2
2008;Pferdesport (Reiten und Voltigieren);Teilnehmende;weiblich;28
2008;Polysportive Lager und Kurse;Kurse/Lager;;161
2008;Polysportive Lager und Kurse;Leitende;;520
2008;Polysportive Lager und Kurse;Teilnehmende;männlich;2810
2008;Polysportive Lager und Kurse;Teilnehmende;weiblich;2604
2008;Radsport (Kunstradfahren, Mountainbike und Strasse);Kurse/Lager;;9
2008;Radsport (Kunstradfahren, Mountainbike und Strasse);Leitende;;23
2008;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;männlich;67
2008;Radsport (Kunstradfahren, Mountainbike und Strasse);Teilnehmende;weiblich;9
2008;Schwimmen, Rettungsschwimmen und Wasserball;Kurse/Lager;;54
2008;Schwimmen, Rettungsschwimmen und Wasserball;Leitende;;94
2008;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;männlich;320
2008;Schwimmen, Rettungsschwimmen und Wasserball;Teilnehmende;weiblich;353
2008;Schwingen;Kurse/Lager;;3
2008;Schwingen;Leitende;;6
